Tweet,Tweet_Normalized,Tweet_Tokenized,Tweet_Stopwords,Tweet_Stemmed,Suicide
"saya terus mengulangi diri saya sendiri bunuh diri anda bunuh diri melakukannya, saya sudah siap untuk mendengarkan pikiran batin saya yang telah saya coba di masa lalu tetapi pada saat terakhir saya hidup melaluinya hanya dalam hal -hal yang sangat menyakitkan menjadi kegagalan yang lebih besar atau tubuh saya akan menyerah pada kehidupan saya, saya akan tetap ada di sana, saya tidak akan peduli pada saat itu, saya tidak bisa menyerah pada kehidupan saya. menenggelamkan suara -suara dengan semua yang telah saya tinggalkan, tetapi baru -baru ini saya tidak peduli untuk mendengarkan semua yang harus saya lakukan apa yang telah terjadi pada saya selama hidup saya, saya siap untuk mendengarkan suara -suara yang saya siap untuk mendengarkan teriakan batin saya jika saya hanya memiliki jalan yang lebih mudah saya berharap, saya berharap saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melanjutkan, saya tidak akan melanjutkan, saya tidak akan melanjutkan, saya tidak akan melanjutkan, saya tidak akan melanjutkan, saya tidak akan melanjutkan, saya tidak akan melanjutkan yang lain, saya tidak akan pergi yang lain, saya tidak akan pergi yang lain, saya tidak akan pergi yang lain, saya akan melanjutkan yang lain, saya tidak akan melanjutkan yang lain, saya tidak akan pergi yang lain yang akan terus yang saya berharap yang lain akan melanjutkan yang lain yang akan terjadi yang lain yang menyakit yang saya semoga","saya terus mengulangi diri saya sendiri bunuh diri diri anda bunuh diri diri melakukannya, saya sudah siap untuk mendengarkan pikiran batin saya yang telah saya coba di masa lalu tetapi pada saat terakhir saya hidup melaluinya hanya dalam hal -hal yang sangat menyakitkan menjadi kegagalan yang lebih besar atau tubuh saya akan menyerah pada kehidupan saya, saya akan tetap ada di sana, saya tidak akan peduli pada saat itu, saya tidak bisa menyerah pada kehidupan saya. menenggelamkan suara -suara dengan semua yang telah saya tinggalkan, tetapi baru -baru ini saya tidak peduli untuk mendengarkan semua yang harus saya lakukan apa yang telah terjadi pada saya selama hidup saya, saya siap untuk mendengarkan suara -suara yang saya siap untuk mendengarkan teriakan batin saya jika saya hanya memiliki jalan yang lebih mudah saya berharap, saya berharap saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya dengan baik, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melakukannya, saya tidak akan melanjutkan, saya tidak akan melanjutkan, saya tidak akan melanjutkan, saya tidak akan melanjutkan, saya tidak akan melanjutkan, saya tidak akan melanjutkan, saya tidak akan melanjutkan yang lain, saya tidak akan pergi yang lain, saya tidak akan pergi yang lain, saya tidak akan pergi yang lain, saya akan melanjutkan yang lain, saya tidak akan melanjutkan yang lain, saya tidak akan pergi yang lain yang akan terus yang saya berharap yang lain akan melanjutkan yang lain yang akan terjadi yang lain yang menyakit yang saya semoga","['saya', 'terus', 'mengulangi', 'diri', 'saya', 'sendiri', 'bunuh', 'diri', 'diri', 'anda', 'bunuh', 'diri', 'diri', 'melakukannya', ',', 'saya', 'sudah', 'siap', 'untuk', 'mendengarkan', 'pikiran', 'batin', 'saya', 'yang', 'telah', 'saya', 'coba', 'di', 'masa', 'lalu', 'tetapi', 'pada', 'saat', 'terakhir', 'saya', 'hidup', 'melaluinya', 'hanya', 'dalam', 'hal', '-hal', 'yang', 'sangat', 'menyakitkan', 'menjadi', 'kegagalan', 'yang', 'lebih', 'besar', 'atau', 'tubuh', 'saya', 'akan', 'menyerah', 'pada', 'kehidupan', 'saya', ',', 'saya', 'akan', 'tetap', 'ada', 'di', 'sana', ',', 'saya', 'tidak', 'akan', 'peduli', 'pada', 'saat', 'itu', ',', 'saya', 'tidak', 'bisa', 'menyerah', 'pada', 'kehidupan', 'saya', '.', 'menenggelamkan', 'suara', '-suara', 'dengan', 'semua', 'yang', 'telah', 'saya', 'tinggalkan', ',', 'tetapi', 'baru', '-baru', 'ini', 'saya', 'tidak', 'peduli', 'untuk', 'mendengarkan', 'semua', 'yang', 'harus', 'saya', 'lakukan', 'apa', 'yang', 'telah', 'terjadi', 'pada', 'saya', 'selama', 'hidup', 'saya', ',', 'saya', 'siap', 'untuk', 'mendengarkan', 'suara', '-suara', 'yang', 'saya', 'siap', 'untuk', 'mendengarkan', 'teriakan', 'batin', 'saya', 'jika', 'saya', 'hanya', 'memiliki', 'jalan', 'yang', 'lebih', 'mudah', 'saya', 'berharap', ',', 'saya', 'berharap', 'saya', 'tidak', 'akan', 'melakukannya', 'dengan', 'baik', ',', 'saya', 'tidak', 'akan', 'melakukannya', 'dengan', 'baik', ',', 'saya', 'tidak', 'akan', 'melakukannya', 'dengan', 'baik', ',', 'saya', 'tidak', 'akan', 'melakukannya', ',', 'saya', 'tidak', 'akan', 'melakukannya', ',', 'saya', 'tidak', 'akan', 'melakukannya', ',', 'saya', 'tidak', 'akan', 'melakukannya', ',', 'saya', 'tidak', 'akan', 'melakukannya', 'dengan', 'baik', ',', 'saya', 'tidak', 'akan', 'melakukannya', ',', 'saya', 'tidak', 'akan', 'melakukannya', ',', 'saya', 'tidak', 'akan', 'melakukannya', ',', 'saya', 'tidak', 'akan', 'melakukannya', 'dengan', 'baik', ',', 'saya', 'tidak', 'akan', 'melakukannya', 'dengan', 'baik', ',', 'saya', 'tidak', 'akan', 'melakukannya', ',', 'saya', 'tidak', 'akan', 'melakukannya', ',', 'saya', 'tidak', 'akan', 'melakukannya', ',', 'saya', 'tidak', 'akan', 'melakukannya', ',', 'saya', 'tidak', 'akan', 'melanjutkan', ',', 'saya', 'tidak', 'akan', 'melanjutkan', ',', 'saya', 'tidak', 'akan', 'melanjutkan', ',', 'saya', 'tidak', 'akan', 'melanjutkan', ',', 'saya', 'tidak', 'akan', 'melanjutkan', ',', 'saya', 'tidak', 'akan', 'melanjutkan', ',', 'saya', 'tidak', 'akan', 'melanjutkan', 'yang', 'lain', ',', 'saya', 'tidak', 'akan', 'pergi', 'yang', 'lain', ',', 'saya', 'tidak', 'akan', 'pergi', 'yang', 'lain', ',', 'saya', 'tidak', 'akan', 'pergi', 'yang', 'lain', ',', 'saya', 'akan', 'melanjutkan', 'yang', 'lain', ',', 'saya', 'tidak', 'akan', 'melanjutkan', 'yang', 'lain', ',', 'saya', 'tidak', 'akan', 'pergi', 'yang', 'lain', 'yang', 'akan', 'terus', 'yang', 'saya', 'berharap', 'yang', 'lain', 'akan', 'melanjutkan', 'yang', 'lain', 'yang', 'akan', 'terjadi', 'yang', 'lain', 'yang', 'menyakit', 'yang', 'saya', 'semoga']","['mengulangi', 'bunuh', 'bunuh', 'melakukannya', ',', 'mendengarkan', 'pikiran', 'batin', 'coba', 'hidup', 'melaluinya', '-hal', 'menyakitkan', 'kegagalan', 'tubuh', 'menyerah', 'kehidupan', ',', ',', 'peduli', ',', 'menyerah', 'kehidupan', '.', 'menenggelamkan', 'suara', '-suara', 'tinggalkan', ',', '-baru', 'peduli', 'mendengarkan', 'lakukan', 'hidup', ',', 'mendengarkan', 'suara', '-suara', 'mendengarkan', 'teriakan', 'batin', 'memiliki', 'jalan', 'mudah', 'berharap', ',', 'berharap', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melakukannya', ',', 'melanjutkan', ',', 'melanjutkan', ',', 'melanjutkan', ',', 'melanjutkan', ',', 'melanjutkan', ',', 'melanjutkan', ',', 'melanjutkan', ',', 'pergi', ',', 'pergi', ',', 'pergi', ',', 'melanjutkan', ',', 'melanjutkan', ',', 'pergi', 'berharap', 'melanjutkan', 'menyakit', 'semoga']","['ulang', 'bunuh', 'bunuh', 'laku', '', 'dengar', 'pikir', 'batin', 'coba', 'hidup', 'lalu', '-hal', 'sakit', 'gagal', 'tubuh', 'serah', 'hidup', '', '', 'peduli', '', 'serah', 'hidup', '', 'tenggelam', 'suara', '-suara', 'tinggal', '', '-baru', 'peduli', 'dengar', 'laku', 'hidup', '', 'dengar', 'suara', '-suara', 'dengar', 'ria', 'batin', 'milik', 'jalan', 'mudah', 'harap', '', 'harap', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'laku', '', 'lanjut', '', 'lanjut', '', 'lanjut', '', 'lanjut', '', 'lanjut', '', 'lanjut', '', 'lanjut', '', 'pergi', '', 'pergi', '', 'pergi', '', 'lanjut', '', 'lanjut', '', 'pergi', 'harap', 'lanjut', 'sakit', 'moga']",Potential Suicide post
aduh,aduh,['aduh'],['aduh'],['aduh'],Not Suicide post
akan memotong beberapa chipkeeeen,akan memotong beberapa chipkeeeen,"['akan', 'memotong', 'beberapa', 'chipkeeeen']","['memotong', 'chipkeeeen']","['potong', 'chipkeeeen']",Not Suicide post
saya tidak ingin memikirkannya,saya tidak ingin memikirkannya,"['saya', 'tidak', 'ingin', 'memikirkannya']",['memikirkannya'],['pikir'],Not Suicide post
cotulla tx lacoste tx rt saya hanya tidak ingin berada di sini lagi,cotulla tx lacoste tx rt saya hanya tidak ingin berada di sini lagi,"['cotulla', 'tx', 'lacoste', 'tx', 'rt', 'saya', 'hanya', 'tidak', 'ingin', 'berada', 'di', 'sini', 'lagi']","['cotulla', 'tx', 'lacoste', 'tx', 'rt']","['cotulla', 'tx', 'lacoste', 'tx', 'rt']",Potential Suicide post
peremajaan sihir hmm saya berpikir topeng oksigen triple dan blissage105 bertahan di sana,peremajaan sihir hmm saya berpikir topeng oksigen triple dan blissage105 bertahan di sana,"['peremajaan', 'sihir', 'hmm', 'saya', 'berpikir', 'topeng', 'oksigen', 'triple', 'dan', 'blissage105', 'bertahan', 'di', 'sana']","['peremajaan', 'sihir', 'hmm', 'berpikir', 'topeng', 'oksigen', 'triple', 'blissage105', 'bertahan']","['remaja', 'sihir', 'hmm', 'pikir', 'topeng', 'oksigen', 'triple', 'blissage105', 'tahan']",Not Suicide post
hanya bunuh aku,hanya bunuh diri saya,"['hanya', 'bunuh', 'diri', 'saya']",['bunuh'],['bunuh'],Potential Suicide post
sepertinya kamu menemukan semua bir,sepertinya kamu menemukan semua bir,"['sepertinya', 'kamu', 'menemukan', 'semua', 'bir']","['menemukan', 'bir']","['temu', 'bir']",Not Suicide post
saya hanya ingin punya teman atau sekelompok teman yang tidak meninggalkan saya,saya hanya ingin punya teman atau sekelompok teman yang tidak meninggalkan saya,"['saya', 'hanya', 'ingin', 'punya', 'teman', 'atau', 'sekelompok', 'teman', 'yang', 'tidak', 'meninggalkan', 'saya']","['teman', 'sekelompok', 'teman', 'meninggalkan']","['teman', 'kelompok', 'teman', 'tinggal']",Potential Suicide post
lol hari ini wanita yang bisa menangani 7 anak menginspirasi saya,tertawa hari ini wanita yang bisa menangani 7 anak menginspirasi saya,"['tertawa', 'hari', 'ini', 'wanita', 'yang', 'bisa', 'menangani', '7', 'anak', 'menginspirasi', 'saya']","['tertawa', 'wanita', 'menangani', '7', 'anak', 'menginspirasi']","['tertawa', 'wanita', 'tangan', '7', 'anak', 'inspirasi']",Not Suicide post
,nan,['nan'],['nan'],['nan'],Potential Suicide post
rt saya tidak pernah harus melakukan naungan atau benci paling banyak saya bisa diam dan pelacur masih menginginkan saya mati yang benar -benar benci dan saya,rt saya tidak pernah harus melakukan naungan atau benci paling banyak saya bisa diam dan pelacur masih menginginkan saya meninggal yang benar -benar benci dan saya,"['rt', 'saya', 'tidak', 'pernah', 'harus', 'melakukan', 'naungan', 'atau', 'benci', 'paling', 'banyak', 'saya', 'bisa', 'diam', 'dan', 'pelacur', 'masih', 'menginginkan', 'saya', 'meninggal', 'yang', 'benar', '-benar', 'benci', 'dan', 'saya']","['rt', 'naungan', 'benci', 'diam', 'pelacur', 'meninggal', '-benar', 'benci']","['rt', 'naung', 'benci', 'diam', 'lacur', 'tinggal', '-benar', 'benci']",Potential Suicide post
rt saya benar -benar bosan dengan ini seperti tinggal di rumah di mana anak penipu yang bermasalah selalu menang,rt saya benar -benar bosan dengan ini seperti tinggal di rumah di mana anak penipu yang bermasalah selalu menang,"['rt', 'saya', 'benar', '-benar', 'bosan', 'dengan', 'ini', 'seperti', 'tinggal', 'di', 'rumah', 'di', 'mana', 'anak', 'penipu', 'yang', 'bermasalah', 'selalu', 'menang']","['rt', '-benar', 'bosan', 'tinggal', 'rumah', 'anak', 'penipu', 'bermasalah', 'menang']","['rt', '-benar', 'bosan', 'tinggal', 'rumah', 'anak', 'tipu', 'masalah', 'menang']",Potential Suicide post
selamat pagi matahari bersinar dan aku pergi ke pantai dengan beberapa bff melihat nanti ketika aku semua tan,selamat pagi matahari bersinar dan saya pergi ke pantai dengan beberapa bff melihat nanti ketika saya semua tan,"['selamat', 'pagi', 'matahari', 'bersinar', 'dan', 'saya', 'pergi', 'ke', 'pantai', 'dengan', 'beberapa', 'bff', 'melihat', 'nanti', 'ketika', 'saya', 'semua', 'tan']","['selamat', 'pagi', 'matahari', 'bersinar', 'pergi', 'pantai', 'bff', 'tan']","['selamat', 'pagi', 'matahari', 'sinar', 'pergi', 'pantai', 'bff', 'tan']",Not Suicide post
pasien rt saya membenci diri saya sendiri dan saya ingin mati,pasien rt saya membenci diri saya sendiri dan saya ingin meninggal,"['pasien', 'rt', 'saya', 'membenci', 'diri', 'saya', 'sendiri', 'dan', 'saya', 'ingin', 'meninggal']","['pasien', 'rt', 'membenci', 'meninggal']","['pasien', 'rt', 'benci', 'tinggal']",Potential Suicide post
"tapi tuhan tidak hanya ingin kita bahagia, dia ingin kita menjadi baik","tapi tuhan tidak hanya ingin kita bahagia, dia ingin kita menjadi baik","['tapi', 'tuhan', 'tidak', 'hanya', 'ingin', 'kita', 'bahagia', ',', 'dia', 'ingin', 'kita', 'menjadi', 'baik']","['tuhan', 'bahagia', ',']","['tuhan', 'bahagia', '']",Not Suicide post
foto makan tidur sangat aneh saya menyukainya,foto makan tidur sangat aneh saya menyukainya,"['foto', 'makan', 'tidur', 'sangat', 'aneh', 'saya', 'menyukainya']","['foto', 'makan', 'tidur', 'aneh', 'menyukainya']","['foto', 'makan', 'tidur', 'aneh', 'suka']",Not Suicide post
yo aku benar -benar harus berhenti bersikap sangat melekat pada orang -orang seperti aku sangat menjengkelkan aku membenci diriku sendiri,yo saya benar -benar harus berhenti bersikap sangat melekat pada orang -orang seperti saya sangat menjengkelkan saya membenci diriku sendiri,"['yo', 'saya', 'benar', '-benar', 'harus', 'berhenti', 'bersikap', 'sangat', 'melekat', 'pada', 'orang', '-orang', 'seperti', 'saya', 'sangat', 'menjengkelkan', 'saya', 'membenci', 'diriku', 'sendiri']","['yo', '-benar', 'berhenti', 'bersikap', 'melekat', 'orang', '-orang', 'menjengkelkan', 'membenci', 'diriku']","['yo', '-benar', 'henti', 'sikap', 'lekat', 'orang', '-orang', 'jengkel', 'benci', 'diri']",Potential Suicide post
hai terima kasih untuk mengikuti apakah anda menyelesaikan fob trail,hai terima kasih untuk mengikuti apakah anda menyelesaikan fob trail,"['hai', 'terima', 'kasih', 'untuk', 'mengikuti', 'apakah', 'anda', 'menyelesaikan', 'fob', 'trail']","['hai', 'terima', 'kasih', 'mengikuti', 'menyelesaikan', 'fob', 'trail']","['hai', 'terima', 'kasih', 'ikut', 'selesai', 'fob', 'trail']",Not Suicide post
saya tidak ingin mereka datang untuk akun saya secara harfiah satu -satunya hal yang menjaga saya melalui keberadaan yang menyedihkan itu,saya tidak ingin mereka datang untuk akun saya secara harfiah satu -satunya hal yang menjaga saya melalui keberadaan yang menyedihkan itu,"['saya', 'tidak', 'ingin', 'mereka', 'datang', 'untuk', 'akun', 'saya', 'secara', 'harfiah', 'satu', '-satunya', 'hal', 'yang', 'menjaga', 'saya', 'melalui', 'keberadaan', 'yang', 'menyedihkan', 'itu']","['akun', 'harfiah', '-satunya', 'menjaga', 'keberadaan', 'menyedihkan']","['akun', 'harfiah', '-satunya', 'jaga', 'ada', 'sedih']",Potential Suicide post
rt saya orang yang sangat penuh kasih dan perhatian,rt saya orang yang sangat penuh kasih dan perhatian,"['rt', 'saya', 'orang', 'yang', 'sangat', 'penuh', 'kasih', 'dan', 'perhatian']","['rt', 'orang', 'penuh', 'kasih', 'perhatian']","['rt', 'orang', 'penuh', 'kasih', 'perhati']",Not Suicide post
saya ingin ditautkan di situs anda,saya ingin ditautkan di situs anda,"['saya', 'ingin', 'ditautkan', 'di', 'situs', 'anda']","['ditautkan', 'situs']","['taut', 'situs']",Not Suicide post
ke mana pun hari itu membawa kita dalam perjalanan ke youlgreave di mo sun sedang bangun,ke mana pun hari itu membawa kita dalam perjalanan ke youlgreave di mo sun sedang bangun,"['ke', 'mana', 'pun', 'hari', 'itu', 'membawa', 'kita', 'dalam', 'perjalanan', 'ke', 'youlgreave', 'di', 'mo', 'sun', 'sedang', 'bangun']","['membawa', 'perjalanan', 'youlgreave', 'mo', 'sun', 'bangun']","['bawa', 'jalan', 'youlgreave', 'mo', 'sun', 'bangun']",Not Suicide post
"tidur saya terganggu, saya ingin mengakhiri karier hari ini","tidur saya terganggu, saya ingin mengakhiri karier hari ini","['tidur', 'saya', 'terganggu', ',', 'saya', 'ingin', 'mengakhiri', 'karier', 'hari', 'ini']","['tidur', 'terganggu', ',', 'karier']","['tidur', 'ganggu', '', 'karier']",Not Suicide post
baik anda menghabiskan cukup waktu di sana sehingga anda mungkin juga mensubsidi kebiasaan anda,baik anda menghabiskan cukup waktu di sana sehingga anda mungkin juga mensubsidi kebiasaan anda,"['baik', 'anda', 'menghabiskan', 'cukup', 'waktu', 'di', 'sana', 'sehingga', 'anda', 'mungkin', 'juga', 'mensubsidi', 'kebiasaan', 'anda']","['menghabiskan', 'mensubsidi', 'kebiasaan']","['habis', 'subsidi', 'biasa']",Not Suicide post
,nan,['nan'],['nan'],['nan'],Not Suicide post
lelah hidup hari demi hari seperti segalanya baik -baik saja,lelah hidup hari demi hari seperti segalanya baik -baik saja,"['lelah', 'hidup', 'hari', 'demi', 'hari', 'seperti', 'segalanya', 'baik', '-baik', 'saja']","['lelah', 'hidup', '-baik']","['lelah', 'hidup', '-baik']",Potential Suicide post
aku hanya ingin melindungimu,saya hanya ingin melindungimu,"['saya', 'hanya', 'ingin', 'melindungimu']",['melindungimu'],['lindung'],Not Suicide post
kami mendapat kunjungan dari kepala zona indah kami hari ini bagus,kami mendapat kunjungan dari kepala zona indah kami hari ini bagus,"['kami', 'mendapat', 'kunjungan', 'dari', 'kepala', 'zona', 'indah', 'kami', 'hari', 'ini', 'bagus']","['kunjungan', 'kepala', 'zona', 'indah', 'bagus']","['kunjung', 'kepala', 'zona', 'indah', 'bagus']",Not Suicide post
kami lelah dari konser sehingga kami makan mie sebagai gantinya setelah kami makan emily melihat foto yang dimiliki restoran,kami lelah dari konser sehingga kami makan mie sebagai gantinya setelah kami makan emily melihat foto yang dimiliki restoran,"['kami', 'lelah', 'dari', 'konser', 'sehingga', 'kami', 'makan', 'mie', 'sebagai', 'gantinya', 'setelah', 'kami', 'makan', 'emily', 'melihat', 'foto', 'yang', 'dimiliki', 'restoran']","['lelah', 'konser', 'makan', 'mie', 'gantinya', 'makan', 'emily', 'foto', 'dimiliki', 'restoran']","['lelah', 'konser', 'makan', 'mie', 'ganti', 'makan', 'emily', 'foto', 'milik', 'restoran']",Potential Suicide post
rt saya baru saja menemukan catatan bunuh diri saya baik -baik saja yang saya tulis pada bulan april sepertinya kencan saya salah tahun ini nbc tetap komentator,rt saya baru saja menemukan catatan bunuh diri diri saya baik -baik saja yang saya tulis pada bulan april sepertinya kencan saya salah tahun ini nbc tetap komentator,"['rt', 'saya', 'baru', 'saja', 'menemukan', 'catatan', 'bunuh', 'diri', 'diri', 'saya', 'baik', '-baik', 'saja', 'yang', 'saya', 'tulis', 'pada', 'bulan', 'april', 'sepertinya', 'kencan', 'saya', 'salah', 'tahun', 'ini', 'nbc', 'tetap', 'komentator']","['rt', 'menemukan', 'catatan', 'bunuh', '-baik', 'tulis', 'april', 'kencan', 'salah', 'nbc', 'komentator']","['rt', 'temu', 'catat', 'bunuh', '-baik', 'tulis', 'april', 'kencan', 'salah', 'nbc', 'komentator']",Potential Suicide post
pergimu,pergimu,['pergimu'],['pergimu'],['pergi'],Not Suicide post
model baru yang cepat dan geram bagian asli film yang sangat bagus,model baru yang cepat dan geram bagian asli film yang sangat bagus,"['model', 'baru', 'yang', 'cepat', 'dan', 'geram', 'bagian', 'asli', 'film', 'yang', 'sangat', 'bagus']","['model', 'cepat', 'geram', 'asli', 'film', 'bagus']","['model', 'cepat', 'geram', 'asli', 'film', 'bagus']",Not Suicide post
sangat luar biasa bahwa wal mart sekarang membawa sambazon,sangat luar biasa bahwa wal mart sekarang membawa sambazon,"['sangat', 'luar', 'biasa', 'bahwa', 'wal', 'mart', 'sekarang', 'membawa', 'sambazon']","['wal', 'mart', 'membawa', 'sambazon']","['wal', 'mart', 'bawa', 'sambazon']",Not Suicide post
saya ditugaskan untuk duduk di sebelah siswa paling mengagumkan di kelas saya hahaha,saya ditugaskan untuk duduk di sebelah siswa paling mengagumkan di kelas saya hahaha,"['saya', 'ditugaskan', 'untuk', 'duduk', 'di', 'sebelah', 'siswa', 'paling', 'mengagumkan', 'di', 'kelas', 'saya', 'hahaha']","['ditugaskan', 'duduk', 'sebelah', 'siswa', 'mengagumkan', 'kelas', 'hahaha']","['tugas', 'duduk', 'belah', 'siswa', 'kagum', 'kelas', 'hahaha']",Not Suicide post
rt ucapan selamat see karena menjadi yang terbaru dalam seminggu terus menciptakan terus menulis dan,rt ucapan selamat see karena menjadi yang terbaru dalam seminggu terus menciptakan terus menulis dan,"['rt', 'ucapan', 'selamat', 'see', 'karena', 'menjadi', 'yang', 'terbaru', 'dalam', 'seminggu', 'terus', 'menciptakan', 'terus', 'menulis', 'dan']","['rt', 'ucapan', 'selamat', 'see', 'terbaru', 'seminggu', 'menciptakan', 'menulis']","['rt', 'ucap', 'selamat', 'see', 'baru', 'minggu', 'cipta', 'tulis']",Not Suicide post
terdiri dari beralih dari kegagalan hingga kegagalan tanpa kehilangan antusiasme winston churchill,terdiri dari beralih dari kegagalan hingga kegagalan tanpa kehilangan antusiasme winston churchill,"['terdiri', 'dari', 'beralih', 'dari', 'kegagalan', 'hingga', 'kegagalan', 'tanpa', 'kehilangan', 'antusiasme', 'winston', 'churchill']","['beralih', 'kegagalan', 'kegagalan', 'kehilangan', 'antusiasme', 'winston', 'churchill']","['alih', 'gagal', 'gagal', 'hilang', 'antusiasme', 'winston', 'churchill']",Not Suicide post
tidak diragukan lagi obama menumbuhkan kekacauan divisi kebencian dan anarki mereka adalah th,tidak diragukan lagi obama menumbuhkan kekacauan divisi kebencian dan anarki mereka adalah th,"['tidak', 'diragukan', 'lagi', 'obama', 'menumbuhkan', 'kekacauan', 'divisi', 'kebencian', 'dan', 'anarki', 'mereka', 'adalah', 'th']","['diragukan', 'obama', 'menumbuhkan', 'kekacauan', 'divisi', 'kebencian', 'anarki', 'th']","['ragu', 'obama', 'tumbuh', 'kacau', 'divisi', 'benci', 'anarki', 'th']",Potential Suicide post
"saya tidak ingin berada di sini lagi, orang tua saya terlalu menekan saya tentang mendapatkan pekerjaan seperti saya meminta dan semacamnya dan mereka mengeluh saya tidak merasa nyaman tinggal di rumah saya sendiri lagi, semua yang saya inginkan hanyalah pergi di sini untuk selamanya dan pergi ke negara lain","saya tidak ingin berada di sini lagi, orang tua saya terlalu menekan saya tentang mendapatkan pekerjaan seperti saya meminta dan semacamnya dan mereka mengeluh saya tidak merasa nyaman tinggal di rumah saya sendiri lagi, semua yang saya inginkan hanyalah pergi di sini untuk selamanya dan pergi ke negara lain","['saya', 'tidak', 'ingin', 'berada', 'di', 'sini', 'lagi', ',', 'orang', 'tua', 'saya', 'terlalu', 'menekan', 'saya', 'tentang', 'mendapatkan', 'pekerjaan', 'seperti', 'saya', 'meminta', 'dan', 'semacamnya', 'dan', 'mereka', 'mengeluh', 'saya', 'tidak', 'merasa', 'nyaman', 'tinggal', 'di', 'rumah', 'saya', 'sendiri', 'lagi', ',', 'semua', 'yang', 'saya', 'inginkan', 'hanyalah', 'pergi', 'di', 'sini', 'untuk', 'selamanya', 'dan', 'pergi', 'ke', 'negara', 'lain']","[',', 'orang', 'tua', 'menekan', 'pekerjaan', 'semacamnya', 'mengeluh', 'nyaman', 'tinggal', 'rumah', ',', 'pergi', 'pergi', 'negara']","['', 'orang', 'tua', 'tekan', 'kerja', 'macam', 'keluh', 'nyaman', 'tinggal', 'rumah', '', 'pergi', 'pergi', 'negara']",Potential Suicide post
